Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Ednra	MGI:105923	Chr8 C2	Chr8:78389658-78451081 (-)	GRCm39	mandibulofacial dysostosis with alopecia | velocardiofacial syndrome	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | nervous system | renal/urinary system | respiratory system | skeleton | vision/eye	
mouse	Eea1	MGI:2442192		Chr10:95776525-95881380 (+)	GRCm39		homeostasis/metabolism | mortality/aging	
mouse	Eef1a2	MGI:1096317		Chr2:180789446-180798807 (-)	GRCm39	autosomal dominant intellectual developmental disorder 38	behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | mortality/aging | muscle | nervous system	
mouse	Eef1d	MGI:1913906	Chr15 E1	Chr15:75766645-75781430 (-)	GRCm39		behavior/neurological | cellular | homeostasis/metabolism | mortality/aging | nervous system | reproductive system	
mouse	Eef2	MGI:95288		Chr10:81012465-81018332 (+)	GRCm39		cellular | embryo | growth/size/body | mortality/aging	
mouse	Efcab14	MGI:2442397		Chr4:115594941-115634524 (+)	GRCm39		cardiovascular system | mortality/aging | skeleton | vision/eye	
mouse	Efemp1	MGI:1339998	Chr11 A4	Chr11:28803204-28876743 (+)	GRCm39	Doyne honeycomb retinal dystrophy	adipose tissue | cardiovascular system | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | pigmentation | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Efl1	MGI:2141969		Chr7:82297822-82427060 (+)	GRCm39		behavior/neurological | mortality/aging	
mouse	Efna5	MGI:107444		Chr17:62911179-63188312 (-)	GRCm39	anencephaly	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | renal/urinary system | reproductive system	
mouse	Efnb1	MGI:102708	ChrX D	ChrX:98179736-98192597 (+)	GRCm39	craniofrontonasal syndrome	cellular | craniofacial | digestive/alimentary system | embryo | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | nervous system | reproductive system | skeleton	
mouse	Egln3	MGI:1932288		Chr12:54225767-54250646 (-)	GRCm39		cardiovascular system | cellular | embryo | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | mortality/aging | muscle | nervous system | vision/eye	
mouse	Egr1	MGI:95295	Chr18 C/D	Chr18:34994260-34998009 (+)	GRCm39	myelodysplastic syndrome	behavior/neurological | cardiovascular system | cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | nervous system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Egr2	MGI:95296	Chr10 B5	Chr10:67371305-67378018 (+)	GRCm39	Charcot-Marie-Tooth disease type 4E	behavior/neurological | cardiovascular system | cellular | craniofacial | embryo | growth/size/body | integument | limbs/digits/tail | mortality/aging | muscle | nervous system | respiratory system | skeleton | vision/eye	
mouse	Egr3	MGI:1306780	Chr14 D1	Chr14:70314766-70320062 (+)	GRCm39		behavior/neurological | homeostasis/metabolism | mortality/aging | muscle | nervous system | skeleton | vision/eye	
mouse	Eh	MGI:95297					behavior/neurological | craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | integument | mortality/aging | respiratory system	
mouse	Ehbp1l1	MGI:3612340		Chr19:5757404-5776345 (-)	GRCm39		cardiovascular system | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | respiratory system | skeleton | vision/eye	
mouse	Ehd1	MGI:1341878		Chr19:6326926-6350126 (+)	GRCm39		cellular | craniofacial | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | mortality/aging | reproductive system | skeleton | vision/eye	
mouse	Eid1	MGI:1889651		Chr2:125515015-125516705 (+)	GRCm39		behavior/neurological | mortality/aging | nervous system	
mouse	Eif2ak1	MGI:1353448		Chr5:143803530-143839535 (+)	GRCm39		adipose tissue | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Eif2ak2	MGI:1353449	Chr17 E2	Chr17:79159993-79190002 (-)	GRCm39		cellular | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm	
mouse	Eif2b4	MGI:95300	Chr5 B1	Chr5:31344902-31350483 (-)	GRCm39	leukoencephalopathy with vanishing white matter	behavior/neurological | growth/size/body | mortality/aging | nervous system | vision/eye	
mouse	Eif2b5	MGI:2446176		Chr16:20317567-20328073 (+)	GRCm39	leukoencephalopathy with vanishing white matter	adipose tissue | behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | vision/eye	
mouse	Eif3c	MGI:1926966	Chr7 F4	Chr7:126146083-126165538 (-)	GRCm39		craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | pigmentation	
mouse	Eif3k	MGI:1921080	Chr7 A3	Chr7:28670797-28681289 (-)	GRCm39		cardiovascular system | craniofacial | growth/size/body | homeostasis/metabolism | mortality/aging | skeleton	
mouse	Eif4e	MGI:95305		Chr3:138231952-138265457 (+)	GRCm39	autism spectrum disorder	behavior/neurological | cellular | liver/biliary system | mortality/aging | neoplasm | nervous system | respiratory system	
mouse	Eif4e2	MGI:1914440	Chr1 C5	Chr1:87141636-87168210 (+)	GRCm39		growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | respiratory system	
mouse	Eif4enif1	MGI:1921453		Chr11:3152392-3194588 (+)	GRCm39		embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | integument | mortality/aging | renal/urinary system | reproductive system	
mouse	Eif4g1	MGI:2384784		Chr16:20491446-20511633 (+)	GRCm39		behavior/neurological | cardiovascular system | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | vision/eye	
mouse	Eif4h	MGI:1341822		Chr5:134648726-134668263 (-)	GRCm39	Williams-Beuren syndrome	adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | embryo | growth/size/body | mortality/aging | muscle | nervous system | reproductive system | skeleton | vision/eye	
mouse	Eif5b	MGI:2441772		Chr1:38037091-38094660 (+)	GRCm39		behavior/neurological | mortality/aging	
mouse	Elane	MGI:2679229		Chr10:79722146-79724050 (+)	GRCm39		behavior/neurological | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Elapor1	MGI:1923930		Chr3:108363010-108443852 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | reproductive system | skeleton | vision/eye	
mouse	Elk3	MGI:101762	Chr10 C-D1	Chr10:93083276-93146997 (-)	GRCm39	congenital chylothorax	behavior/neurological | cardiovascular system | homeostasis/metabolism | immune system | mortality/aging | respiratory system | vision/eye	
mouse	Eln	MGI:95317		Chr5:134731447-134776177 (-)	GRCm39	aortic valve disease | essential hypertension | supravalvular aortic stenosis	cardiovascular system | growth/size/body | homeostasis/metabolism | mortality/aging | muscle | respiratory system	
mouse	Elovl1	MGI:1858959		Chr4:118285290-118290150 (+)	GRCm39		growth/size/body | homeostasis/metabolism | integument | mortality/aging	
mouse	Emb	MGI:95321		Chr13:117357109-117410951 (+)	GRCm39		liver/biliary system | mortality/aging	
mouse	Emc3	MGI:1913337		Chr6:113491848-113508599 (-)	GRCm39		adipose tissue | behavior/neurological | growth/size/body | mortality/aging | nervous system | skeleton | vision/eye	
mouse	Emc4	MGI:1915282	Chr2 E4	Chr2:112193356-112198372 (-)	GRCm39		cardiovascular system | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | pigmentation	
mouse	Emc7	MGI:1920274	Chr2 E4	Chr2:112285342-112302507 (+)	GRCm39		behavior/neurological | homeostasis/metabolism | mortality/aging	
mouse	Emc8	MGI:1343095		Chr8:121380653-121394826 (-)	GRCm39		adipose tissue | cardiovascular system | growth/size/body | hematopoietic system | immune system | mortality/aging | vision/eye	
mouse	Eml1	MGI:1915769		Chr12:108337265-108505835 (+)	GRCm39	congenital nervous system abnormality | subcortical band heterotopia	behavior/neurological | cellular | craniofacial | growth/size/body | hematopoietic system | homeostasis/metabolism | integument | mortality/aging | muscle | nervous system | skeleton | vision/eye	
mouse	Eml4	MGI:1926048		Chr17:83658360-83787790 (+)	GRCm39		mortality/aging	
mouse	Emx2	MGI:95388		Chr19:59447122-59453789 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | craniofacial | embryo | endocrine/exocrine glands | hearing/vestibular/ear | mortality/aging | nervous system | renal/urinary system | reproductive system | skeleton	
mouse	Enho	MGI:1916888	Chr4 B1	Chr4:41638144-41640302 (-)	GRCm39		adipose tissue | behavior/neurological | cellular | growth/size/body | homeostasis/metabolism | liver/biliary system | mortality/aging | muscle | nervous system	
mouse	Enkur	MGI:1918483		Chr2:21185542-21210176 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | growth/size/body | hematopoietic system | immune system | integument | liver/biliary system | mortality/aging | reproductive system	
mouse	Enpp1	MGI:97370		Chr10:24513812-24588057 (-)	GRCm39	arterial calcification of infancy | ossification of the posterior longitudinal ligament of spine | osteoarthritis | otitis media | spondyloarthropathy | tympanosclerosis	adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | skeleton | vision/eye	
mouse	Enpp3	MGI:2143702		Chr10:24649712-24712093 (-)	GRCm39		digestive/alimentary system | growth/size/body | hematopoietic system | immune system | mortality/aging | respiratory system	
mouse	Entr1	MGI:1915362	Chr2 A3	Chr2:26272814-26279328 (-)	GRCm39		cardiovascular system | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | integument | liver/biliary system | mortality/aging | renal/urinary system | reproductive system	
mouse	Eny2	MGI:1919286		Chr15:44291478-44301652 (+)	GRCm39		mortality/aging	
mouse	eob	MGI:95397					behavior/neurological | mortality/aging | reproductive system | vision/eye	
mouse	Eogt	MGI:2141669		Chr6:97086985-97126143 (-)	GRCm39		mortality/aging	
mouse	Epb41	MGI:95401		Chr4:131650724-131802632 (-)	GRCm39	hereditary elliptocytosis	growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | renal/urinary system	
mouse	Epb41l3	MGI:103008		Chr17:69382678-69596984 (+)	GRCm39		behavior/neurological | cellular | endocrine/exocrine glands | mortality/aging | neoplasm | nervous system | reproductive system	
mouse	Epc1	MGI:1278322	Chr18 A1	Chr18:6435951-6516108 (-)	GRCm39		behavior/neurological | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | skeleton	
mouse	Epc2	MGI:1278321		Chr2:49341498-49441954 (+)	GRCm39		behavior/neurological | cardiovascular system | homeostasis/metabolism | mortality/aging | respiratory system | skeleton | vision/eye	
mouse	epf	MGI:95404					behavior/neurological | mortality/aging | muscle | nervous system | reproductive system	
mouse	Epg5	MGI:1918673		Chr18:77981680-78078228 (+)	GRCm39	amyotrophic lateral sclerosis | retinitis pigmentosa	adipose tissue | behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | nervous system | skeleton | vision/eye	
mouse	Epha3	MGI:99612		Chr16:63363897-63684538 (-)	GRCm39		behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | renal/urinary system | respiratory system	
mouse	epi	MGI:95406					cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Eppin	MGI:1922776	Chr2 H3	Chr2:164430263-164435491 (-)	GRCm39		cardiovascular system | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | mortality/aging | renal/urinary system | reproductive system | vision/eye	
mouse	Eps15l1	MGI:104582	Chr8 C1	Chr8:73094843-73175304 (-)	GRCm39		adipose tissue | behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | mortality/aging | nervous system | respiratory system | vision/eye	
mouse	Ercc4	MGI:1354163		Chr16:12927548-12968481 (+)	GRCm39	xeroderma pigmentosum group F	behavior/neurological | cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | liver/biliary system | mortality/aging | vision/eye	
mouse	Ercc5	MGI:103582	Chr1 B	Chr1:44186904-44220420 (+)	GRCm39	xeroderma pigmentosum group G	digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging	
mouse	Ercc6l2	MGI:1923501	Chr13 B3	Chr13:63963054-64048116 (+)	GRCm39		hematopoietic system | immune system | mortality/aging	
mouse	Erfe	MGI:3606476		Chr1:91294152-91301939 (+)	GRCm39		hematopoietic system | homeostasis/metabolism | liver/biliary system | mortality/aging	
mouse	Ergic1	MGI:1914708	Chr17 B1	Chr17:26780463-26875908 (+)	GRCm39		behavior/neurological | mortality/aging	
mouse	Ergic2	MGI:1914706		Chr6:148080816-148113886 (-)	GRCm39		cardiovascular system | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | limbs/digits/tail | mortality/aging | reproductive system | skeleton	
mouse	Eri1	MGI:1914526	Chr8 B1.1	Chr8:35932419-35962687 (-)	GRCm39		cellular | growth/size/body | mortality/aging	
mouse	Eri2	MGI:1918401	Chr7 F3	Chr7:119383049-119393283 (-)	GRCm39		cardiovascular system | mortality/aging	
mouse	Erp44	MGI:1923549		Chr4:48193323-48279558 (-)	GRCm39		growth/size/body | integument | mortality/aging | pigmentation | skeleton	
mouse	Errfi1	MGI:1921405	Chr4 E1	Chr4:150938376-150953349 (+)	GRCm39	endometrial cancer | osteoarthritis	behavior/neurological | cardiovascular system | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Il6ra	MGI:105304		Chr3:89776631-89820503 (-)	GRCm39		adipose tissue | behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | neoplasm | nervous system	
mouse	Il7	MGI:96561		Chr3:7637088-7678820 (-)	GRCm39		craniofacial | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | immune system | integument | mortality/aging | reproductive system | vision/eye	
mouse	Il10	MGI:96537		Chr1:130947582-130952711 (+)	GRCm39	inflammatory bowel disease	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Il12a	MGI:96539		Chr3:68597977-68605880 (+)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm | skeleton	
mouse	Il12b	MGI:96540	Chr11 A5-B2	Chr11:44290890-44304860 (+)	GRCm39		craniofacial | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm | skeleton	
mouse	Il13	MGI:96541		Chr11:53522151-53525529 (-)	GRCm39	atopic dermatitis	cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | reproductive system | respiratory system	
mouse	Il13ra1	MGI:105052		ChrX:35375763-35434912 (+)	GRCm39		endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | respiratory system	
mouse	Il13ra2	MGI:1277954		ChrX:146166472-146212188 (-)	GRCm39		cellular | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | respiratory system	
mouse	Il15	MGI:103014		Chr8:83058261-83129851 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | reproductive system | respiratory system | skeleton	
mouse	Il17a	MGI:107364	Chr1 A	Chr1:20801129-20804720 (+)	GRCm39		behavior/neurological | cellular | digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | renal/urinary system | respiratory system	
mouse	Il17re	MGI:1889371		Chr6:113435659-113447719 (+)	GRCm39		cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | immune system | integument | mortality/aging	
mouse	Il19	MGI:1890472		Chr1:130860393-130867852 (-)	GRCm39		digestive/alimentary system | growth/size/body | homeostasis/metabolism | immune system | mortality/aging	
mouse	Il22	MGI:1355307		Chr10:118040847-118045952 (+)	GRCm39	liposarcoma	cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | neoplasm | respiratory system	
mouse	Il23a	MGI:1932410	Chr10 D3	Chr10:128132009-128133953 (-)	GRCm39		cellular | digestive/alimentary system | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm	
mouse	Il25	MGI:2155888		Chr14:55170152-55173294 (+)	GRCm39		cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | reproductive system | respiratory system | vision/eye	
mouse	Il27	MGI:2384409		Chr7:126188182-126194113 (-)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Il27ra	MGI:1355318	Chr8 C3	Chr8:84756923-84769218 (-)	GRCm39		cellular | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | skeleton	
mouse	Il33	MGI:1924375	Chr19 C2	Chr19:29902514-29938118 (+)	GRCm39	Alzheimer's disease	behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | reproductive system | respiratory system	
mouse	Il34	MGI:1923777		Chr8:111468461-111532556 (-)	GRCm39		cellular | hematopoietic system | immune system | mortality/aging | nervous system	
mouse	Il36g	MGI:2449929		Chr2:24076488-24083579 (+)	GRCm39		behavior/neurological | cellular | digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | respiratory system	
mouse	Ilf3	MGI:1339973	Chr9 A4-A5	Chr9:21279167-21316657 (+)	GRCm39		behavior/neurological | cellular | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | muscle | respiratory system	
mouse	In(2)19Rk	MGI:3789623					mortality/aging | reproductive system	
mouse	In(2a;Itch)18H	MGI:5605400					behavior/neurological | digestive/alimentary system | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | pigmentation | respiratory system	
mouse	In(5)2Rk	MGI:3789592					mortality/aging | reproductive system	
mouse	In(5)9Rk	MGI:3789613					mortality/aging | reproductive system	
mouse	In(7Oca2;7Sox6)100H	MGI:2681118					cardiovascular system | growth/size/body | hematopoietic system | liver/biliary system | mortality/aging | muscle	
mouse	In(8)34Rk	MGI:103988					mortality/aging	
mouse	In(10)6Rk	MGI:3789618					mortality/aging | reproductive system	
mouse	In(11)2Smun	MGI:7408401					digestive/alimentary system | limbs/digits/tail | mortality/aging | reproductive system | skeleton	
mouse	In(11)3Smun	MGI:7408402					growth/size/body | mortality/aging | reproductive system	
mouse	In(11Rr325)1Smun	MGI:7408403					craniofacial | digestive/alimentary system | growth/size/body | limbs/digits/tail | mortality/aging | skeleton	
mouse	inad	MGI:3577064				neurodegeneration with brain iron accumulation 2a	adipose tissue | behavior/neurological | limbs/digits/tail | mortality/aging | nervous system	
mouse	Ing1	MGI:1349481		Chr8:11605762-11613251 (+)	GRCm39		behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm	
mouse	Ing2	MGI:1916510	Chr8 B2	Chr8:48120213-48128591 (-)	GRCm39		behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm | reproductive system	
mouse	Ing4	MGI:107307		Chr6:125016811-125026228 (+)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | renal/urinary system | skeleton	
mouse	Ing5	MGI:1922816	Chr1 D	Chr1:93731687-93749823 (+)	GRCm39		cardiovascular system | homeostasis/metabolism | mortality/aging	
mouse	Inha	MGI:96569	Chr1 C5	Chr1:75483721-75487010 (+)	GRCm39		cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | neoplasm | reproductive system | skeleton	
mouse	Inhba	MGI:96570		Chr13:16186436-16206206 (+)	GRCm39		behavior/neurological | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | integument | limbs/digits/tail | mortality/aging | muscle | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Inhbb	MGI:96571		Chr1:119343195-119349978 (-)	GRCm39		behavior/neurological | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | reproductive system | vision/eye	
mouse	Inka1	MGI:1915426	Chr9 F2	Chr9:107861422-107863078 (-)	GRCm39		mortality/aging | nervous system | reproductive system	
mouse	Ino80d	MGI:3027003		Chr1:63086960-63153426 (-)	GRCm39		adipose tissue | behavior/neurological | embryo | growth/size/body | mortality/aging | vision/eye	
mouse	Inpp4a	MGI:1931123		Chr1:37338946-37449817 (+)	GRCm39		behavior/neurological | growth/size/body | mortality/aging | muscle | nervous system	
mouse	Inpp5a	MGI:2686961		Chr7:138969025-139159568 (+)	GRCm39		adipose tissue | behavior/neurological | embryo | growth/size/body | homeostasis/metabolism | integument | mortality/aging | nervous system	
mouse	Inpp5d	MGI:107357	Chr1 C5	Chr1:87548034-87648229 (+)	GRCm39	Paget's disease of bone | systemic lupus erythematosus	cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | muscle | neoplasm | respiratory system | skeleton	
mouse	Inpp5k	MGI:1194899		Chr11:75521814-75539697 (+)	GRCm39		hematopoietic system | immune system | mortality/aging	
mouse	Inppl1	MGI:1333787	Chr7 F1	Chr7:101471839-101487433 (-)	GRCm39		behavior/neurological | craniofacial | growth/size/body | homeostasis/metabolism | mortality/aging | respiratory system	
mouse	Ins2	MGI:96573		Chr7:142232393-142233463 (-)	GRCm39	maturity-onset diabetes of the young | neonatal diabetes | permanent neonatal diabetes mellitus | type 1 diabetes mellitus | type 2 diabetes mellitus	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Insr	MGI:96575		Chr8:3200922-3329649 (-)	GRCm39	diabetic retinopathy	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | vision/eye	
mouse	Ints2	MGI:1917672		Chr11:86101507-86148401 (-)	GRCm39		mortality/aging	
mouse	Ints9	MGI:1098533		Chr14:65187494-65277284 (+)	GRCm39		hematopoietic system | homeostasis/metabolism | mortality/aging	
mouse	Ints11	MGI:1919207		Chr4:155954005-155973560 (+)	GRCm39		mortality/aging	
mouse	Ints12	MGI:1919043	Chr3 H2	Chr3:132797616-132816749 (+)	GRCm39		growth/size/body | hematopoietic system | homeostasis/metabolism | mortality/aging	
mouse	Invs	MGI:1335082	Chr4 B	Chr4:48279760-48431954 (+)	GRCm39	nephronophthisis 2 | tetralogy of Fallot	cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | renal/urinary system | respiratory system	
mouse	Ip6k2	MGI:1923750	Chr9 F2	Chr9:108660995-108683536 (+)	GRCm39		cellular | digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm	
mouse	Ipo4	MGI:1923001		Chr14:55862857-55873321 (-)	GRCm39		embryo | growth/size/body | mortality/aging	
mouse	Ipo13	MGI:2385205		Chr4:117751683-117772196 (-)	GRCm39		mortality/aging	
mouse	Iqcb1	MGI:2443764		Chr16:36648747-36693083 (+)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | mortality/aging | vision/eye	
mouse	Iqgap2	MGI:2449975	Chr13 D1	Chr13:95763685-96028788 (-)	GRCm39	hepatocellular carcinoma	behavior/neurological | cellular | hearing/vestibular/ear | homeostasis/metabolism | liver/biliary system | mortality/aging | neoplasm	
mouse	Iqgap3	MGI:3028642		Chr3:87989309-88028355 (+)	GRCm39		mortality/aging	
mouse	Iqsec2	MGI:3528396		ChrX:150927193-151008232 (+)	GRCm39	non-syndromic X-linked intellectual disability	behavior/neurological | growth/size/body | mortality/aging | nervous system	
mouse	Irag1	MGI:1338023		Chr7:110467473-110581668 (-)	GRCm39		cardiovascular system | digestive/alimentary system | mortality/aging | muscle	
mouse	Irak2	MGI:2429603		Chr6:113615428-113671987 (+)	GRCm39		adipose tissue | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | skeleton	
mouse	Irf1	MGI:96590		Chr11:53660841-53669200 (+)	GRCm39		cardiovascular system | cellular | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm | skeleton	
mouse	Irf2	MGI:96591	Chr8 B2	Chr8:47192767-47300493 (+)	GRCm39		cellular | hematopoietic system | immune system | integument | mortality/aging	
mouse	Irf2bp2	MGI:2443921		Chr8:127315035-127320725 (-)	GRCm39		embryo | growth/size/body | hematopoietic system | liver/biliary system | mortality/aging	
mouse	Irf2bpl	MGI:2442463		Chr12:86927475-86931572 (-)	GRCm39		mortality/aging	
mouse	Irf5	MGI:1350924		Chr6:29526624-29541870 (+)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Irf6	MGI:1859211		Chr1:192835419-192854331 (+)	GRCm39	cleft lip | popliteal pterygium syndrome | Van der Woude syndrome	cellular | craniofacial | digestive/alimentary system | embryo | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | integument | limbs/digits/tail | mortality/aging | skeleton	
mouse	Irf7	MGI:1859212	Chr7 F5	Chr7:140843096-140846412 (-)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | vision/eye	
