Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Il36g	MGI:2449929		Chr2:24076488-24083579 (+)	GRCm39		behavior/neurological | cellular | digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | respiratory system	
human	IL36RN	HGNC:15561	Chr2 q14.1	Chr2:113058638-113065382 (+)	GRCh38	pustular psoriasis 14		
mouse	Il36rn	MGI:1859325		Chr2:24166966-24172444 (+)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | integument | renal/urinary system | vision/eye	
mouse	Ilk	MGI:1195267	Chr7 E1	Chr7:105385799-105392132 (+)	GRCm39	dilated cardiomyopathy	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | pigmentation | renal/urinary system | respiratory system | skeleton	
mouse	In(2a;Itch)18H	MGI:5605400					behavior/neurological | digestive/alimentary system | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | pigmentation | respiratory system	
human	INAVA	HGNC:25599	Chr1 q32.1	Chr1:200891048-200915742 (+)	GRCh38	inflammatory bowel disease 29		
mouse	Inava	MGI:1921579	Chr1 F	Chr1:136141269-136162002 (-)	GRCm39		cellular | digestive/alimentary system | homeostasis/metabolism | immune system	
mouse	Inha	MGI:96569	Chr1 C5	Chr1:75483721-75487010 (+)	GRCm39		cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | neoplasm | reproductive system | skeleton	
mouse	Inhbb	MGI:96571		Chr1:119343195-119349978 (-)	GRCm39		behavior/neurological | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | reproductive system | vision/eye	
mouse	Inpp5d	MGI:107357	Chr1 C5	Chr1:87548034-87648229 (+)	GRCm39	Paget's disease of bone | systemic lupus erythematosus	cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | muscle | neoplasm | respiratory system | skeleton	
mouse	Ins2	MGI:96573		Chr7:142232393-142233463 (-)	GRCm39	maturity-onset diabetes of the young | neonatal diabetes | permanent neonatal diabetes mellitus | type 1 diabetes mellitus | type 2 diabetes mellitus	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Insr	MGI:96575		Chr8:3200922-3329649 (-)	GRCm39	diabetic retinopathy	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | vision/eye	
mouse	Irak2	MGI:2429603		Chr6:113615428-113671987 (+)	GRCm39		adipose tissue | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | skeleton	
mouse	Irak4	MGI:2182474	Chr15 F1	Chr15:94441495-94466198 (+)	GRCm39		cellular | hematopoietic system | homeostasis/metabolism | immune system	
mouse	Irf1	MGI:96590		Chr11:53660841-53669200 (+)	GRCm39		cardiovascular system | cellular | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm | skeleton	
mouse	Irf2	MGI:96591	Chr8 B2	Chr8:47192767-47300493 (+)	GRCm39		cellular | hematopoietic system | immune system | integument | mortality/aging	
human	IRF2BP2	HGNC:21729	Chr1 q42.3	Chr1:234604269-234610178 (-)	GRCh38	common variable immunodeficiency 14		
human	IRF5	HGNC:6120	Chr7 q32.1	Chr7:128937032-128950038 (+)	GRCh38	herpes simplex | inflammatory bowel disease 14 | multiple sclerosis | rheumatoid arthritis | systemic lupus erythematosus		
human	IRF8	HGNC:5358	Chr16 q24.1	Chr16:85899116-85922609 (+)	GRCh38	Behcet's disease | immunodeficiency 32A | immunodeficiency 32B | multiple myeloma | systemic lupus erythematosus		
human	IRF9	HGNC:6131	Chr14 q12	Chr14:24161234-24168043 (+)	GRCh38	immunodeficiency 65		
human	IRGM	HGNC:29597	Chr5 q33.1	Chr5:150846521-150902402 (+)	GRCh38	inflammatory bowel disease 19 | tuberculosis		
mouse	Isl1	MGI:101791	Chr13 D2.3	Chr13:116434817-116446225 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | nervous system | skeleton | vision/eye	
mouse	Itch	MGI:1202301		Chr2:154975429-155068775 (+)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | renal/urinary system | respiratory system | skeleton	
human	ITGA2	HGNC:6137	Chr5 q11.2	Chr5:52989340-53094779 (+)	GRCh38	arteriosclerosis | Behcet's disease | diabetes mellitus | diabetic retinopathy | Glanzmann's thrombasthenia | intermediate coronary syndrome | iron deficiency anemia | myocardial infarction | retinal vein occlusion | sensorineural hearing loss | thrombocytopenia | thrombosis | type 2 diabetes mellitus | von Willebrand's disease 1 | von Willebrand's disease 2		
human	ITGA2B	HGNC:6138	Chr17 q21.31	Chr17:44372180-44389649 (-)	GRCh38	Glanzmann's thrombasthenia | platelet-type bleeding disorder 16 | thrombocytopenia | von Willebrand's disease 1		
mouse	Itga3	MGI:96602		Chr11:94935300-94967627 (-)	GRCm39		behavior/neurological | cardiovascular system | growth/size/body | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | renal/urinary system | respiratory system	
human	ITGA6	HGNC:6142	Chr2 q31.1	Chr2:172427336-172506459 (+)	GRCh38	junctional epidermolysis bullosa | junctional epidermolysis bullosa with pyloric atresia		
human	ITGA8	HGNC:6144	Chr10 p13	Chr10:15513954-15719922 (-)	GRCh38	end stage renal disease | ovarian cancer | renal agenesis | schizophrenia		
mouse	Itgal	MGI:96606		Chr7:126895432-126934310 (+)	GRCm39		cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | neoplasm	
mouse	Itgam	MGI:96607	Chr7 F4	Chr7:127661812-127717663 (+)	GRCm39		cellular | hematopoietic system | homeostasis/metabolism | immune system | nervous system	
mouse	Itgav	MGI:96608		Chr2:83554796-83637261 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system	
mouse	Itgb1	MGI:96610	Chr8 E2	Chr8:129412135-129459681 (+)	GRCm39	Hirschsprung's disease	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
human	ITGB2	HGNC:6155	Chr21 q22.3	Chr21:44885953-44931989 (-)	GRCh38	coronary restenosis | leukocyte adhesion deficiency | leukocyte adhesion deficiency 1		
mouse	Itgb2	MGI:96611		Chr10:77366164-77401542 (+)	GRCm39	leukocyte adhesion deficiency 1 | psoriasis	cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | pigmentation | skeleton | vision/eye	
human	ITGB3	HGNC:6156	Chr17 q21.32	Chr17:47253827-47313743 (+)	GRCh38	acute myeloid leukemia | asthma | autoimmune thrombocytopenic purpura | blood platelet disease | end stage renal disease | Glanzmann's thrombasthenia | myocardial infarction | non-arteritic anterior ischemic optic neuropathy | platelet-type bleeding disorder 16 | thrombocytopenia		
mouse	Itgb3	MGI:96612		Chr11:104498826-104561302 (+)	GRCm39	Glanzmann's thrombasthenia | platelet-type bleeding disorder 16	cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | reproductive system | skeleton | vision/eye	
human	ITGB4	HGNC:6158	Chr17 q25.1	Chr17:75721328-75757818 (+)	GRCh38	junctional epidermolysis bullosa | junctional epidermolysis bullosa with pyloric atresia		
mouse	Itgb4	MGI:96613		Chr11:115865556-115899238 (+)	GRCm39	junctional epidermolysis bullosa non-Herlitz type | junctional epidermolysis bullosa with pyloric atresia	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | renal/urinary system | respiratory system | taste/olfaction | vision/eye	
mouse	Itgb6	MGI:96615	Chr2 C3	Chr2:60428636-60552987 (-)	GRCm39	asthma | pulmonary emphysema	behavior/neurological | craniofacial | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | respiratory system | skeleton | vision/eye	
mouse	Itgb7	MGI:96616		Chr15:102124430-102140379 (-)	GRCm39		cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | hematopoietic system | immune system | reproductive system	
human	ITK	HGNC:6171	Chr5 q33.3	Chr5:157142933-157255185 (+)	GRCh38	lymphoproliferative syndrome 1		
human	ITPA	HGNC:6176	Chr20 p13	Chr20:3204065-3227449 (+)	GRCh38	acute lymphoblastic leukemia | anemia | developmental and epileptic encephalopathy 35 | hemolytic anemia | hepatitis C | rheumatoid arthritis | thrombocytopenia		
human	IVNS1ABP	HGNC:16951	Chr1 q25.3	Chr1:185296388-185317273 (-)	GRCh38	immunodeficiency 70		
human	JAGN1	HGNC:26926	Chr3 p25.3	Chr3:9890574-9894349 (+)	GRCh38	severe congenital neutropenia 6		
human	JAK1	HGNC:6190	Chr1 p31.3	Chr1:64833223-65067754 (-)	GRCh38	colorectal cancer | endometrial cancer | hepatocellular carcinoma | lung non-small cell carcinoma | ovarian cancer | pancreatic adenocarcinoma | prostate cancer | stomach cancer | T-cell acute lymphoblastic leukemia		
mouse	Jak1	MGI:96628		Chr4:101009564-101122479 (-)	GRCm39	systemic lupus erythematosus	behavior/neurological | cardiovascular system | craniofacial | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | renal/urinary system | respiratory system | skeleton	
mouse	Jak3	MGI:99928		Chr8:72129027-72143221 (+)	GRCm39	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive	behavior/neurological | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | mortality/aging | nervous system | vision/eye	
mouse	Jam3	MGI:1933825		Chr9:27008680-27066717 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | neoplasm | nervous system | reproductive system | respiratory system | skeleton	
mouse	Jmjd8	MGI:1919356	Chr17 B1	Chr17:26048017-26050817 (+)	GRCm39		adipose tissue | cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | immune system	
mouse	Jun	MGI:96646	Chr4 C5-C7	Chr4:94937273-94940459 (-)	GRCm39	pulmonary emphysema	behavior/neurological | cardiovascular system | cellular | craniofacial | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | nervous system | respiratory system | skeleton | vision/eye	
mouse	Junb	MGI:96647	Chr8 C2-D1	Chr8:85703538-85705377 (-)	GRCm39	systemic lupus erythematosus	cardiovascular system | cellular | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | neoplasm | nervous system | renal/urinary system | skeleton	
mouse	Jund	MGI:96648	Chr8 C2	Chr8:71151599-71153265 (+)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | muscle | reproductive system	
mouse	Jup	MGI:96650		Chr11:100259784-100288589 (-)	GRCm39	arrhythmogenic right ventricular dysplasia 12 | epidermolytic hyperkeratosis	adipose tissue | behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | respiratory system	
human	KANK2	HGNC:29300	Chr19 p13.2	Chr19:11164270-11197865 (-)	GRCh38	nephrotic syndrome type 16		
human	KANSL1	HGNC:24565	Chr17 q21.31	Chr17:46029916-46225389 (-)	GRCh38	Koolen de Vries syndrome		
human	KAT6A	HGNC:13013	Chr8 p11.21	Chr8:41929479-42051994 (-)	GRCh38	acute myeloid leukemia | Arboleda-Tham syndrome		
mouse	Kcna1	MGI:96654	Chr6 F1-F3	Chr6:126617360-126623347 (-)	GRCm39	epilepsy | episodic ataxia type 1 | temporal lobe epilepsy	behavior/neurological | cardiovascular system | cellular | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | vision/eye	
mouse	Kcne2	MGI:1891123		Chr16:92089277-92095017 (+)	GRCm39		digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | neoplasm	
mouse	Kcne3	MGI:1891124	Chr7 F1	Chr7:99825714-99834076 (+)	GRCm39		cardiovascular system | digestive/alimentary system | endocrine/exocrine glands | hearing/vestibular/ear | homeostasis/metabolism | immune system | nervous system | respiratory system | vision/eye	
mouse	Kcnj8	MGI:1100508		Chr6:142510563-142517340 (-)	GRCm39	coronary artery disease | hypertrichotic osteochondrodysplasia Cantu type	cardiovascular system | digestive/alimentary system | growth/size/body | immune system | mortality/aging | muscle | nervous system	
human	KCTD1	HGNC:18249	Chr18 q11.2	Chr18:26454910-26657473 (-)	GRCh38	scalp-ear-nipple syndrome		
human	KDF1	HGNC:26624	Chr1 p36.11	Chr1:26949562-26960468 (-)	GRCh38	ectodermal dysplasia 12		
human	KDM6A	HGNC:12637	ChrX p11.3	ChrX:44873188-45112779 (+)	GRCh38	acute lymphoblastic leukemia | adenoid cystic carcinoma | bladder urothelial carcinoma | colon adenocarcinoma | colorectal cancer | esophagus squamous cell carcinoma | hepatocellular carcinoma | Kabuki syndrome | lung non-small cell carcinoma | lung small cell carcinoma | stomach cancer | triple-receptor negative breast cancer		
human	KDR	HGNC:6307	Chr4 q12	Chr4:55078481-55125595 (-)	GRCh38	breast angiosarcoma | colorectal adenocarcinoma | colorectal cancer | esophagus adenocarcinoma | glioblastoma | hepatocellular carcinoma | hypertension | Kuhnt-Junius degeneration | lung non-small cell carcinoma | macular degeneration | myocardial infarction | pancreatic cancer | pancreatic carcinoma | stomach cancer | urinary bladder cancer		
mouse	Kera	MGI:1202398		Chr10:97442873-97449555 (+)	GRCm39	cornea plana	hematopoietic system | immune system | skeleton | vision/eye	
human	KIF1B	HGNC:16636	Chr1 p36.22	Chr1:10210570-10381603 (+)	GRCh38	Charcot-Marie-Tooth disease type 2A1 | hepatocellular carcinoma | multiple sclerosis | neuroblastoma | ovary epithelial cancer		
mouse	Kif1c	MGI:1098260		Chr11:70591374-70622790 (+)	GRCm39		endocrine/exocrine glands | immune system | reproductive system	
human	KIF11	HGNC:6388	Chr10 q23.33	Chr10:92574105-92655395 (+)	GRCh38	microcephaly with or without chorioretinopathy, lymphedema, or mental retardation		
mouse	Kif27	MGI:1922300		Chr13:58435316-58506936 (-)	GRCm39	hydrocephalus	cardiovascular system | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | immune system | mortality/aging | nervous system | respiratory system	
human	KIR3DS1	HGNC:6340	Chr19 q13.4			acquired immunodeficiency syndrome | chronic fatigue syndrome | COVID-19 | dengue hemorrhagic fever | hepatitis B | hepatitis C | hepatocellular carcinoma | human cytomegalovirus infection | human immunodeficiency virus infectious disease | liver cirrhosis | lymphoproliferative syndrome | malaria | Polyomavirus-associated nephropathy | pulmonary tuberculosis | syphilis | tuberculosis | West Nile fever		
human	KIRREL1	HGNC:15734	Chr1 q23.1	Chr1:157993273-158100262 (+)	GRCh38	nephrotic syndrome type 23		
mouse	Kit	MGI:96677		Chr5:75735647-75817382 (+)	GRCm39	gastrointestinal stromal tumor | macrocytic anemia | mastocytosis | piebaldism	cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Kl	MGI:1101771	Chr5 G3	Chr5:150876072-150917282 (+)	GRCm39	hyperphosphatemic familial tumoral calcinosis | pulmonary emphysema	adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
human	KLF4	HGNC:6348	Chr9 q31.2	Chr9:107484852-107490482 (-)	GRCh38	hepatocellular carcinoma		
mouse	Klf4	MGI:1342287		Chr4:55527143-55532466 (-)	GRCm39		behavior/neurological | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | neoplasm | reproductive system | vision/eye	
mouse	Klf5	MGI:1338056	Chr14 E2.1	Chr14:99536127-99550848 (+)	GRCm39		cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | neoplasm | reproductive system | respiratory system | vision/eye	
mouse	Klf15	MGI:1929988		Chr6:90439558-90452220 (+)	GRCm39	aortic aneurysm	adipose tissue | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | renal/urinary system	
mouse	Klhdc10	MGI:1924038	Chr6 A3	Chr6:30401867-30455178 (+)	GRCm39		behavior/neurological | homeostasis/metabolism | immune system | mortality/aging | vision/eye	
mouse	Klk5	MGI:1915918		Chr7:43491395-43500605 (+)	GRCm39		behavior/neurological | cardiovascular system | digestive/alimentary system | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | skeleton | vision/eye	
mouse	Klk6	MGI:1343166	Chr7 B4-B5	Chr7:43473967-43481219 (+)	GRCm39		homeostasis/metabolism | immune system | integument | neoplasm | nervous system	
human	KLKB1	HGNC:6371	Chr4 q35.2	Chr4:186210853-186258471 (+)	GRCh38	lupus nephritis | systemic lupus erythematosus		
mouse	Klrc1	MGI:1336161	Chr6 G1-2	Chr6:129642978-129655936 (-)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | respiratory system	
human	KMT2B	HGNC:15840	Chr19 q13.12	Chr19:35717973-35738880 (+)	GRCh38	autosomal dominant intellectual developmental disorder | colorectal adenocarcinoma | dystonia | hepatocellular carcinoma		
human	KMT2D	HGNC:7133	Chr12 q13.12	Chr12:49018975-49060794 (-)	GRCh38	esophagus squamous cell carcinoma | gastric adenocarcinoma | intracranial aneurysm | Kabuki syndrome | lung non-small cell carcinoma | lung small cell carcinoma | lung squamous cell carcinoma | thyroid gland papillary carcinoma		
mouse	Kmt2e	MGI:1924825	Chr5 A3	Chr5:23639439-23709233 (+)	GRCm39		adipose tissue | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | reproductive system | vision/eye	
human	KMT5B	HGNC:24283	Chr11 q13.2	Chr11:68154863-68213852 (-)	GRCh38	autosomal dominant intellectual developmental disorder 51		
mouse	Kprp	MGI:1920981	Chr3 F2	Chr3:92730381-92734554 (-)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | integument	
human	KPTN	HGNC:6404	Chr19 q13.32	Chr19:47475150-47485839 (-)	GRCh38	autosomal recessive intellectual developmental disorder 41		
mouse	Kras	MGI:96680	Chr6 G2	Chr6:145162425-145195965 (-)	GRCm39	arteriovenous malformations of the brain | endometriosis | intrahepatic cholangiocarcinoma | juvenile myelomonocytic leukemia | lung cancer | Noonan syndrome 3 | pancreatic carcinoma | prostate cancer	cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
human	KRT1	HGNC:6412	Chr12 q13.13	Chr12:52674736-52680407 (-)	GRCh38	epidermolytic hyperkeratosis | epidermolytic hyperkeratosis 1 | keratosis palmoplantaris striata 3 | nonepidermolytic palmoplantar keratoderma		
mouse	Krt2	MGI:96699		Chr15:101719124-101726604 (-)	GRCm39	bullous congenital ichthyosiform erythroderma	behavior/neurological | cellular | craniofacial | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | pigmentation | renal/urinary system | reproductive system	
human	KRT5	HGNC:6442	Chr12 q13.13	Chr12:52514575-52520530 (-)	GRCh38	Dowling-Degos disease | epidermolysis bullosa simplex | epidermolysis bullosa simplex with mottled pigmentation		
mouse	Krt8	MGI:96705		Chr15:101905146-101912777 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | nervous system | reproductive system	
human	KRT10	HGNC:6413	Chr17 q21.2	Chr17:40818117-40822614 (-)	GRCh38	epidermolytic hyperkeratosis | epidermolytic hyperkeratosis 2		
mouse	Krt18	MGI:96692	Chr15 F3	Chr15:101936651-101940461 (+)	GRCm39	hepatocellular carcinoma | metabolic dysfunction-associated steatohepatitis	cardiovascular system | cellular | growth/size/body | immune system | liver/biliary system | neoplasm	
mouse	Krt76	MGI:1924305		Chr15:101792786-101801355 (-)	GRCm39		endocrine/exocrine glands | immune system | integument | limbs/digits/tail | pigmentation	
mouse	Ksr1	MGI:105051	Chr11 B5	Chr11:78904266-79037233 (-)	GRCm39		adipose tissue | behavior/neurological | cellular | hematopoietic system | immune system | integument | neoplasm | nervous system | skeleton	
human	KYNU	HGNC:6469	Chr2 q22.2	Chr2:142877657-143055833 (+)	GRCh38	hydroxykynureninuria		
mouse	Lacc1	MGI:2445077		Chr14:77261640-77274344 (-)	GRCm39		cellular | hematopoietic system | homeostasis/metabolism | immune system	
human	LAGE3	HGNC:26058	ChrX q28	ChrX:154477775-154479281 (-)	GRCh38	Galloway-Mowat syndrome 2		
human	LAMA2	HGNC:6482	Chr6 q22.33	Chr6:128883138-129516566 (+)	GRCh38	autosomal recessive limb-girdle muscular dystrophy | congenital merosin-deficient muscular dystrophy 1A | muscular dystrophy | myopia		
mouse	Lama2	MGI:99912	Chr10 A4-B1	Chr10:26857281-27493021 (-)	GRCm39	congenital merosin-deficient muscular dystrophy 1A	behavior/neurological | cellular | craniofacial | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | reproductive system | respiratory system | skeleton	
mouse	Lama3	MGI:99909	Chr18 A	Chr18:12466876-12716070 (+)	GRCm39	junctional epidermolysis bullosa | junctional epidermolysis bullosa non-Herlitz type	craniofacial | digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | respiratory system | skeleton	
mouse	Lama5	MGI:105382		Chr2:179818166-179867652 (-)	GRCm39	cystic kidney disease	cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | nervous system | renal/urinary system | respiratory system | skeleton | vision/eye	
mouse	Lamb2	MGI:99916	Chr9 F1	Chr9:108357080-108367729 (+)	GRCm39	nephrosis | Pierson syndrome	behavior/neurological | cellular | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | nervous system | renal/urinary system | vision/eye	
mouse	Lamc2	MGI:99913	Chr1 H1	Chr1:152998502-153062193 (-)	GRCm39	junctional epidermolysis bullosa Herlitz type | junctional epidermolysis bullosa non-Herlitz type	behavior/neurological | cellular | craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | immune system | integument | limbs/digits/tail | mortality/aging | renal/urinary system | respiratory system | skeleton	
mouse	Lancl1	MGI:1336997	Chr1 C2-C5	Chr1:67039676-67078031 (-)	GRCm39		cellular | endocrine/exocrine glands | homeostasis/metabolism | immune system | nervous system | reproductive system	
mouse	Lao1	MGI:2140628		Chr4:118819164-118826107 (+)	GRCm39		endocrine/exocrine glands | homeostasis/metabolism | immune system | integument | mortality/aging	
mouse	Laptm5	MGI:108046		Chr4:130640627-130663459 (+)	GRCm39		cellular | hematopoietic system | immune system	
mouse	Large1	MGI:1342270	Chr8 C1	Chr8:73541227-74080164 (-)	GRCm39	facioscapulohumeral muscular dystrophy | muscular dystrophy-dystroglycanopathy type B1 | muscular dystrophy-dystroglycanopathy type B6	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | muscle | nervous system | reproductive system | skeleton | vision/eye	
human	LAT	HGNC:18874	Chr16 p11.2	Chr16:28984803-28990784 (+)	GRCh38	immunodeficiency 52		
mouse	Lat	MGI:1342293		Chr7:125962996-125968742 (-)	GRCm39	IgG4-related disease	behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | renal/urinary system | respiratory system | vision/eye	
human	LAT2	HGNC:12749	Chr7 q11.23	Chr7:74199652-74229834 (+)	GRCh38	Williams-Beuren syndrome		
mouse	Lat2	MGI:1926479		Chr5:134628876-134643879 (-)	GRCm39		cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Lbp	MGI:1098776		Chr2:158148413-158174772 (+)	GRCm39		growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system	
human	LBR	HGNC:6518	Chr1 q42.12	Chr1:225401502-225428925 (-)	GRCh38	Greenberg dysplasia | Pelger-Huet anomaly | primary biliary cholangitis		
mouse	Lbw2	MGI:105965		Chr4:98545539-128009280	GRCm39		growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system	
human	LCK	HGNC:6524	Chr1 p35.2	Chr1:32251244-32286165 (+)	GRCh38	immunodeficiency 22		
mouse	Lctlp1	MGI:3582970					hematopoietic system | immune system | skeleton	
mouse	Lctlp2	MGI:3582971					hematopoietic system | immune system | skeleton	
